id_str,score,place_typefull_nametext,,,extended_tweet,re_tweet,,,
1.05782E+18,2,,,RT @FuqkYo_TweetHoe: Count Your Fucking Days @sprint,,Count Your Fucking Days @sprint,,,
1.05782E+18,2,,,RT @FuqkYo_TweetHoe: Count Your Fucking Days @sprint,,Count Your Fucking Days @sprint,,,
1.05782E+18,2,,,RT @FuqkYo_TweetHoe: Count Your Fucking Days @sprint,,Count Your Fucking Days @sprint,,,
1.05782E+18,2,,,RT @FuqkYo_TweetHoe: Count Your Fucking Days @sprint,,Count Your Fucking Days @sprint,,,
1.05782E+18,2,,,RT @FuqkYo_TweetHoe: Count Your Fucking Days @sprint,,Count Your Fucking Days @sprint,,,
1.05782E+18,2,,,RT @FuqkYo_TweetHoe: Count Your Fucking Days @sprint,,Count Your Fucking Days @sprint,,,
1.05782E+18,2,,,RT @FuqkYo_TweetHoe: Count Your Fucking Days @sprint,,Count Your Fucking Days @sprint,,,
1.05782E+18,1,,,@sprint you call my entire family being without cell service for 6+hours and still no idea when we get it back “int… https://t.co/1lG9jy7uCC,@sprint you call my entire family being without cell service for 6+hours and still no idea when we get it back “intermittent voice issues”? We are on the meter here and we can’t call or receive calls! We changed service because of a lot of promises. This is unacceptable!,,,,
1.05782E+18,1,,,@sprint I’m not paying my bill for the rest of the year after this bs y’all pulled today.,,,,,
1.05782E+18,1,,,"RT @mmcmahon09: Awesome work, Daniel!!  Nothing but #Treats today for @sprint customers! https://t.co/0RQps5thNf",,"Awesome work, Daniel!!  Nothing but #Treats today for @sprint customers! https://t.co/0RQps5thNf",,,
1.05782E+18,1,,,@sprintcare @spiceadams An you share that info as mistvif not all Sprint costumers are experiencing the same issue?!,,,,,
1.05782E+18,1,,,Any update on @sprint outage?  There has not been a single communication to customers. #sprintoutage,,,,,
1.05782E+18,1,,,@sprint is gonna get me dumped by my gf,,,,,
1.05782E+18,1,,,RT @msashleyfbanks: Sooooo How is the WHOLE Midwest service out?? @sprintcare,,Sooooo How is the WHOLE Midwest service out?? @sprintcare,,,
1.05782E+18,2,,,RT @IBabyHair: An abusive relationship. https://t.co/tn6jVSehYE,,An abusive relationship. https://t.co/tn6jVSehYE,,,
1.05782E+18,1,,,@sprintcare @spiceadams Can you share that info as most if not all Sprint customers are experiencing the same issue?!,,,,,
1.05782E+18,1,,,@myers851 @sprint @verizon I have sprint to. Welcome to the suck,,,,,
1.05782E+18,3,,,@sprintcare This is outrageous will we be getting a free month of billing. My phone hasn't worked for 8 hours,,,,,
1.05782E+18,2,,,@sprintcare Still out in Wisconsin,,,,,
1.05782E+18,2,,,@sprint how long until Iowa outage resolved?,,,,,
1.05782E+18,1,,,FR @sprintcare @sprint I’ve been having issues all month. I’m tired of talking to y’all at this point,,,,,
1.05782E+18,1,,,@tmobile said whazzz up @sprint? #traveldivaapproved #traveldiva #pickupthephone #ringringring #canyouhearmenow… https://t.co/amfKS1UKn9,@tmobile said whazzz up @sprint? #traveldivaapproved #traveldiva #pickupthephone #ringringring #canyouhearmenow #petty #callme #trickortreat #mrtelephoneman #boo #tmobiletuesdays #tmobile… https://t.co/OfBACQ3YCE,,,,
1.05782E+18,3,,,@sprintcare Connection would be a great start lol,,,,,
1.05782E+18,1,,,RT @lisavaldez24: @sprintcare You should be notifying your customers by text or voicemail that you are aware of the outage and an estimated…,,@sprintcare You should be notifying your customers by text or voicemail that you are aware of the outage and an est… https://t.co/TFR2BYblo1,,,
1.05782E+18,1,,,RT @lisavaldez24: @sprintcare You should be notifying your customers by text or voicemail that you are aware of the outage and an estimated…,,@sprintcare You should be notifying your customers by text or voicemail that you are aware of the outage and an est… https://t.co/TFR2BYblo1,,,
1.05782E+18,1,,,RT @lisavaldez24: @sprintcare You should be notifying your customers by text or voicemail that you are aware of the outage and an estimated…,,@sprintcare You should be notifying your customers by text or voicemail that you are aware of the outage and an est… https://t.co/TFR2BYblo1,,,
1.05782E+18,1,,,"RT @MichelCombes: Follow me, @Sprint’s CEO, to see how @Sprint’s #BrighterFutureForAll is more than just a hashtag - it’s our mantra! https…",,"Follow me, @Sprint’s CEO, to see how @Sprint’s #BrighterFutureForAll is more than just a hashtag - it’s our mantra! https://t.co/XmsmAuE04T",,,
1.05782E+18,1,,,"RT @MichelCombes: Follow me, @Sprint’s CEO, to see how @Sprint’s #BrighterFutureForAll is more than just a hashtag - it’s our mantra! https…",,"Follow me, @Sprint’s CEO, to see how @Sprint’s #BrighterFutureForAll is more than just a hashtag - it’s our mantra! https://t.co/XmsmAuE04T",,,
1.05782E+18,1,,,"RT @MichelCombes: Follow me, @Sprint’s CEO, to see how @Sprint’s #BrighterFutureForAll is more than just a hashtag - it’s our mantra! https…",,"Follow me, @Sprint’s CEO, to see how @Sprint’s #BrighterFutureForAll is more than just a hashtag - it’s our mantra! https://t.co/XmsmAuE04T",,,
1.05782E+18,1,,,"RT @MichelCombes: Follow me, @Sprint’s CEO, to see how @Sprint’s #BrighterFutureForAll is more than just a hashtag - it’s our mantra! https…",,"Follow me, @Sprint’s CEO, to see how @Sprint’s #BrighterFutureForAll is more than just a hashtag - it’s our mantra! https://t.co/XmsmAuE04T",,,
1.05783E+18,1,,,@sprintcare Yes a credit is in order and not .99. Anything could have happened during the time my phone was unusabl… https://t.co/hv0WreDczU,@sprintcare Yes a credit is in order and not .99. Anything could have happened during the time my phone was unusable. Not cool at all Sprint.,,,,
1.05783E+18,1,,,@sprintcare Btw my zip code is 60620 cross streets 79th and Ashland,,,,,
1.05783E+18,1,city,"Carmel, IN",@Trackstar27806 @Indydmb317 @Indianahick2 @sprintcare Any news?,,,,,
1.05783E+18,1,,,@simulatordude @32_Tyrone @m_erickson1279 @NukleaR92 @youo082501 @drspanky050 @dubspace_00 @Ollerena @sherifhanna… https://t.co/f6E6IpUPBC,@simulatordude @32_Tyrone @m_erickson1279 @NukleaR92 @youo082501 @drspanky050 @dubspace_00 @Ollerena @sherifhanna @kepzilla @TMobile @verizon @FCC @sprint @BGR @Apple @Google @SamsungMobile @realDonaldTrump @AppleSupport https://t.co/BwTHuBpnlv,,,,
1.05783E+18,1,,,@xfinitymobile @xfinitymobile you claim to save all of your conversations through online chat and on the phone. You… https://t.co/PrTkST2eWx,@xfinitymobile @xfinitymobile you claim to save all of your conversations through online chat and on the phone. You call people liars and delete conversations. @xfinitymobile people change to @VerisonPhones @sprint @TMobile,,,,
1.05783E+18,1,,,RT @1313Megs: @xfinitymobile @xfinitymobile you claim to save all of your conversations through online chat and on the phone. You call peop…,,@xfinitymobile @xfinitymobile you claim to save all of your conversations through online chat and on the phone. You… https://t.co/PrTkST2eWx,,,
1.05783E+18,1,,,@ttwiitch @simulatordude @32_Tyrone @m_erickson1279 @youo082501 @drspanky050 @dubspace_00 @Ollerena @sherifhanna… https://t.co/gF86kBONDi,@ttwiitch @simulatordude @32_Tyrone @m_erickson1279 @youo082501 @drspanky050 @dubspace_00 @Ollerena @sherifhanna @kepzilla @TMobile @verizon @FCC @sprint @BGR @Apple @Google @SamsungMobile @realDonaldTrump @AppleSupport Wow! That’s actually really good for HSPA in late 2018.,,,,
1.05783E+18,2,,,@rahulptel @sprintcare ikr,,,,,
1.05783E+18,1,,,@sprintcare @niniblack_ No service since 430 pm! Still not working!,,,,,
1.05783E+18,1,,,@sprintcare I tweeted earlier regarding my refund for the device but still I didn’t get my money back for iPhone XS… https://t.co/w6DPhT1R3e,@sprintcare I tweeted earlier regarding my refund for the device but still I didn’t get my money back for iPhone XS which you’ve sent me a defective one which Apple Store confirmed as defective. I called repeatedly but none of your agents responded correctly 1/2,,,,
1.05783E+18,2,,,Yu meant @sprint,,,,,
1.05783E+18,2,,,RT @FuqkYo_TweetHoe: Count Your Fucking Days @sprint,,Count Your Fucking Days @sprint,,,
1.05783E+18,2,,,RT @FuqkYo_TweetHoe: Count Your Fucking Days @sprint,,Count Your Fucking Days @sprint,,,
1.05783E+18,2,,,RT @FuqkYo_TweetHoe: Count Your Fucking Days @sprint,,Count Your Fucking Days @sprint,,,
1.05783E+18,2,,,RT @FuqkYo_TweetHoe: Count Your Fucking Days @sprint,,Count Your Fucking Days @sprint,,,
1.05783E+18,2,,,RT @FuqkYo_TweetHoe: Count Your Fucking Days @sprint,,Count Your Fucking Days @sprint,,,
1.05783E+18,2,,,RT @FuqkYo_TweetHoe: Count Your Fucking Days @sprint,,Count Your Fucking Days @sprint,,,
1.05783E+18,2,,,RT @FuqkYo_TweetHoe: Count Your Fucking Days @sprint,,Count Your Fucking Days @sprint,,,
1.05783E+18,2,,,RT @FuqkYo_TweetHoe: Count Your Fucking Days @sprint,,Count Your Fucking Days @sprint,,,
1.05783E+18,2,,,RT @FuqkYo_TweetHoe: Count Your Fucking Days @sprint,,Count Your Fucking Days @sprint,,,
1.05783E+18,2,,,RT @FuqkYo_TweetHoe: Count Your Fucking Days @sprint,,Count Your Fucking Days @sprint,,,
1.05783E+18,2,,,RT @FuqkYo_TweetHoe: Count Your Fucking Days @sprint,,Count Your Fucking Days @sprint,,,
1.05783E+18,2,,,RT @FuqkYo_TweetHoe: Count Your Fucking Days @sprint,,Count Your Fucking Days @sprint,,,
1.05783E+18,2,,,RT @FuqkYo_TweetHoe: Count Your Fucking Days @sprint,,Count Your Fucking Days @sprint,,,
1.05783E+18,2,,,RT @FuqkYo_TweetHoe: Count Your Fucking Days @sprint,,Count Your Fucking Days @sprint,,,
1.05783E+18,2,,,RT @FuqkYo_TweetHoe: Count Your Fucking Days @sprint,,Count Your Fucking Days @sprint,,,
1.05783E+18,2,,,RT @FuqkYo_TweetHoe: Count Your Fucking Days @sprint,,Count Your Fucking Days @sprint,,,
1.05783E+18,2,,,RT @FuqkYo_TweetHoe: Count Your Fucking Days @sprint,,Count Your Fucking Days @sprint,,,
1.05783E+18,2,,,RT @FuqkYo_TweetHoe: Count Your Fucking Days @sprint,,Count Your Fucking Days @sprint,,,
1.05783E+18,2,,,RT @FuqkYo_TweetHoe: Count Your Fucking Days @sprint,,Count Your Fucking Days @sprint,,,
1.05783E+18,2,,,RT @FuqkYo_TweetHoe: Count Your Fucking Days @sprint,,Count Your Fucking Days @sprint,,,
1.05783E+18,2,,,RT @FuqkYo_TweetHoe: Count Your Fucking Days @sprint,,Count Your Fucking Days @sprint,,,
1.05783E+18,2,,,RT @FuqkYo_TweetHoe: Count Your Fucking Days @sprint,,Count Your Fucking Days @sprint,,,
1.05783E+18,2,,,RT @FuqkYo_TweetHoe: Count Your Fucking Days @sprint,,Count Your Fucking Days @sprint,,,
1.05783E+18,2,,,RT @FuqkYo_TweetHoe: Count Your Fucking Days @sprint,,Count Your Fucking Days @sprint,,,
1.05783E+18,2,,,RT @FuqkYo_TweetHoe: Count Your Fucking Days @sprint,,Count Your Fucking Days @sprint,,,
1.05783E+18,2,,,RT @FuqkYo_TweetHoe: Count Your Fucking Days @sprint,,Count Your Fucking Days @sprint,,,
1.05783E+18,2,,,RT @FuqkYo_TweetHoe: Count Your Fucking Days @sprint,,Count Your Fucking Days @sprint,,,
1.05783E+18,2,,,RT @FuqkYo_TweetHoe: Count Your Fucking Days @sprint,,Count Your Fucking Days @sprint,,,
1.05783E+18,2,,,RT @FuqkYo_TweetHoe: Count Your Fucking Days @sprint,,Count Your Fucking Days @sprint,,,
1.05783E+18,1,,,@liketherootbeer @sprint Lmao need to know more,,,,,
1.05783E+18,3,,,"@sprint service went out?  That's actually an improvement 
#sprintoutage",,,,,
1.05783E+18,2,,,This is PR crisis management done poorly. @sprintcare is soon to be a text book case study...,,,,,
1.05783E+18,1,,,@_amourlace @sprintcare @sprint and def tired of paying for trash service!,,,,,
1.05783E+18,1,,,@sprintcare 2/2 Are you doing the same thing with other customers or it was only with me?,,,,,
1.05783E+18,1,,,Yall need to give all me free months bill or delete my damn contract so i can move on from yall @sprint @sprintcare,,,,,
1.05783E+18,1,,,@sprintcare Come on people.  I can’t use my phone and this sucks !,,,,,
1.05783E+18,2,,,@brooksrealty365 @sprintcare wowwww,,,,,
1.05783E+18,1,,,@MichelCombes @sprint Your outage today was disgraceful. Not only do I put up with dropped calls and nearly everyda… https://t.co/wND659zn98,"@MichelCombes @sprint Your outage today was disgraceful. Not only do I put up with dropped calls and nearly everyday; but, I have to experience 4 hours of no calls now too. I just re-upped and am regretting every month.",,,,
1.05783E+18,1,,,@ledley_angie @sprintcare it's ridiculous. Are we paying for phones to work or not?,,,,,
1.05783E+18,1,,,"Dude I’ve been turned off of sprint ever since my friend from middle school got screwed over by them, sprint has be… https://t.co/d3pgBJU9jK","Dude I’ve been turned off of sprint ever since my friend from middle school got screwed over by them, sprint has been assholes ever since 2012 @ me",,,,
1.05783E+18,1,,,@sprintcare I called back and left a voicemail at 8:37 pm EST,,,,,
1.05783E+18,1,,,@sprint oh man I better be getting some money off my bill considering your network is completely out in my area. Ho… https://t.co/YdNCoKqcrb,@sprint oh man I better be getting some money off my bill considering your network is completely out in my area. Hope I don’t have an emergency.,,,,
1.05783E+18,1,,,@cheddar @FindTap @sprint Seems like they’re investing a lot to solve a problem that doesn’t exist. Hence the promotion.,,,,,
1.05783E+18,1,,,@__KayRob @sprint Yours too?,,,,,
1.05783E+18,2,,,@plskaleme @sprintcare I love u I’m sorry they’re assholes tho,,,,,
1.05783E+18,2,,,@__KayRob @sprint It won’t let me make any calls 😩,,,,,
1.05783E+18,1,,,RT @__KayRob: Whyyyyy is my phone messing up 😒😒😒 @sprint what’s the problem,,Whyyyyy is my phone messing up 😒😒😒 @sprint what’s the problem,,,
1.05783E+18,1,,,Thought it was just me 😩😩,,,,,
1.05783E+18,2,,,"@sprintcare @sprint, I am going to sleep.  Please have my phone service working when i was up in 8 hours. https://t.co/2SWg2R7FTZ",,,,,
1.05783E+18,1,city,"Princeton, OH","@sprintcare this is unacceptable! 5 lines on our account and it's been several hours with no service, how can we get a credit?",,,,,
1.05783E+18,1,,,"@sprintcare @MichelCombes How much in profits do your top execs make?

Not expecting an answer..... just making a p… https://t.co/Urug3kdDul","@sprintcare @MichelCombes How much in profits do your top execs make?

Not expecting an answer..... just making a point. 

Invest in your infrastructure, and the profits will follow. 

Doing just enough, is not enough. How many people will drop Spring because of this?",,,,
1.05783E+18,1,,,@sprintcare OMG I CANT CALL ANYONE,,,,,
1.05783E+18,3,,,"@TheRealAnaBri @sprint @ATT Hahaha I remember you leaving, we welcome you with open arms 🤱🏽",,,,,
1.05783E+18,1,,,@sprintcare What is wrong,,,,,
1.05783E+18,1,,,"@sprintcare @sprint Back at it again with the horrible service. Couldn’t make any calls today, besides one who rang… https://t.co/744F90sD8c","@sprintcare @sprint Back at it again with the horrible service. Couldn’t make any calls today, besides one who rang a complete strangers phone instead of my moms number who has NEVER CHANGED. Why is this tower still down? Are you@sure you’re not just telling people that because",,,,
1.05783E+18,1,,,"Heard @sprint is having a service outage..
Calls @paulmarcarelli from my @verizon phone.
Can you hear me now????",,,,,
1.05783E+18,1,,,@sprintnews @sprint @SprintCTO You are kidding right? I barely get downloads of 20 mbps. Come on now Sprint. You tr… https://t.co/XLjf3G9T4m,"@sprintnews @sprint @SprintCTO You are kidding right? I barely get downloads of 20 mbps. Come on now Sprint. You trick into coming back but, I am so unhappy I am about to dish out about $1000 USD to go back to @verizon   I guess you really do get what you pay for.",,,,
1.05783E+18,1,,,@msashleyfbanks @sprintcare @sprint Ughhh! Yeah it’s honestly annoying thought it was just me until I saw it on the damn news 🤦🏾‍♀️🤔,,,,,
1.05783E+18,2,,,Phone finally working after 7 hours 🖕🏾 @sprint,,,,,
1.05783E+18,1,,,How long is this outage is going to last @sprint @sprintcare this is crazy!!!!,,,,,
1.05783E+18,2,,,@ayreacocoa @sprintcare Lol 😂,,,,,
1.05783E+18,1,,,@sprintcare How come when I call customer support you guys lied to me and said it's fine and is my phone I have a n… https://t.co/LME7LmS1nQ,@sprintcare How come when I call customer support you guys lied to me and said it's fine and is my phone I have a note 9 that is brand new...that's some customer service!,,,,
1.05783E+18,1,,,@sprint @sprintcare of the merge that’s happening? Why are you crediting people’s bills and telling them it’s a tow… https://t.co/sFc7PFXqFi,@sprint @sprintcare of the merge that’s happening? Why are you crediting people’s bills and telling them it’s a tower issue when a few weeks ago when I called there was “someone out there fixing the tower right now”? COME ON NOW,,,,
1.05783E+18,2,,,@sprintcare Ive been having issues since last night when i arrived in Dallas. Almost all day today with no service!!!! 😡😡😡,,,,,
1.05783E+18,1,,,@sprintcare Not quick enough. I want a bill credit or something. We have not had phone service for almost 5.5 hours… https://t.co/n1KchMdFlA,"@sprintcare Not quick enough. I want a bill credit or something. We have not had phone service for almost 5.5 hours. How in the hell does this happen in 2018? Omg, sprint you seriously do still suck. Can you hear me now. I am going back to @verizon   Sick of your lies.  That is outages n USA https://t.co/wHS9Un9YaP",,,,
1.05783E+18,1,,,"@JuddLegum @ATT Everybody!  Go with @tingFTW instead and save money while telling @ATT, @TMobile, and @sprint where… https://t.co/GlT94p59x9","@JuddLegum @ATT Everybody!  Go with @tingFTW instead and save money while telling @ATT, @TMobile, and @sprint where to stick their dark money!",,,,
1.05783E+18,1,city,"Chicago, IL",@BeiJoyy @TP_Visions @sprint EXACTLY! I dragged their trash service everyday. 😡 You switching over Tip?,,,,,
1.05783E+18,1,,,@BeiJoyy @sprint Lmao I was being messy 😩,,,,,
1.05783E+18,2,,,@ThatsMyQuue @TP_Visions @sprint I’m done. Going to visit @ATT on Saturday... or tomorrow if I have time. I can’t d… https://t.co/GQvkKhuOYn,@ThatsMyQuue @TP_Visions @sprint I’m done. Going to visit @ATT on Saturday... or tomorrow if I have time. I can’t deal with this again. Happening way too often.,,,,
1.05783E+18,1,,,@ThatsMyQuue @BeiJoyy @sprint Lmfao noooo Stacey texted me like I would call you but the towers down 😩😂,,,,,
1.05783E+18,2,,,@TP_Visions @sprint Ass lol,,,,,
1.05783E+18,1,,,"🗣:
P
S
A

@sprint &amp; @TMobile are merging!",,,,,
1.05783E+18,1,,,"@sprint my phone has not been able to make calls all day ?!!?
Is this what I’m paying 120 a month for?",,,,,
1.05783E+18,2,,,@sprint https://t.co/936bkVT4fb,,,,,
1.05783E+18,3,,,@drew4955 @sprint Switch to Verizon I love it!! They are so helpful,,,,,
1.05783E+18,1,,,@BeiJoyy @ThatsMyQuue @sprint @ATT Yay come join me 😁,,,,,
1.05783E+18,1,,,@TP_Visions @ThatsMyQuue @sprint Hahahahaha that’s how it’s been all damn day,,,,,
1.05783E+18,1,,,@TP_Visions @ThatsMyQuue @sprint @ATT Give me a few days!,,,,,
1.05783E+18,2,,,Hey @sprint some of us use our devices for work &amp; y’all have truly inconvenienced for the day.,,,,,
1.05783E+18,1,,,"@sprintcare this is ALTE in Detroit people. No seriously, I am not joking. But, Sprint is being the joke. @sprint s… https://t.co/IdwNnVAmEj","@sprintcare this is ALTE in Detroit people. No seriously, I am not joking. But, Sprint is being the joke. @sprint seriously how do you sit their and lie and haven’t been sued for false advertising. Seriously. How?? This is on a month old Apple iPhone XS Max 256GB. Omg. R u kidd’n https://t.co/fCnouaWMb0",,,,
1.05783E+18,1,city,"Chicago, IL",@BeiJoyy @TP_Visions @sprint @ATT I can’t afford at&amp;t lol imma humble myself and keep sprint and just pray they get better,,,,,
1.05783E+18,2,,,@sprintcare 60081. Route 12 &amp; May Ln.,,,,,
1.05783E+18,1,,,It’s been over 6 hours. Get it together @sprint,,,,,
1.05783E+18,1,,,@ThatsMyQuue @TP_Visions @sprint @ATT Lies. They got promotions. I’ll let you know when I get to the store. Lbs. I… https://t.co/F9ZqHgWkvy,@ThatsMyQuue @TP_Visions @sprint @ATT Lies. They got promotions. I’ll let you know when I get to the store. Lbs. I saw some very decent plans online.,,,,
1.05783E+18,1,,,Hey @sprint...I know that it's Halloween and allows but I think that I deserve a credit for the trick off going all… https://t.co/I6ffkSYrNu,Hey @sprint...I know that it's Halloween and allows but I think that I deserve a credit for the trick off going all damn day without cell phone service.,,,,
1.05783E+18,1,,,@WGNNews I’ve had issues with calls for 24 hrs- starting w/ the phone going dead mid-call to now being unable to ma… https://t.co/rvwAyMqpwV,"@WGNNews I’ve had issues with calls for 24 hrs- starting w/ the phone going dead mid-call to now being unable to make outgoing calls. I only knew there was an outage because of twitter, since I contacted @sprintcare at 8:30pm via their text option and still haven’t received a response.",,,,
1.05783E+18,2,,,@sprintcare Did that and still waiting and waiting.,,,,,
1.05783E+18,1,,,Hey @sprint...I know that it's Halloween and all but I think that I deserve some money off my next bill for the tri… https://t.co/mkk9WkQ8E9,Hey @sprint...I know that it's Halloween and all but I think that I deserve some money off my next bill for the trick of going all damn day without cell phone service. 🤬,,,,
1.05783E+18,3,,,@_amourlace @sprintcare @sprint Ohhh wow! They oughta be ashamed,,,,,
1.05783E+18,1,,,@HansomeHoosier @sprint Lol sprint is for poorsies,,,,,
1.05783E+18,1,,,"@herp_bees @sprint Shit, I just paid them $400...only poor service in my opinion.",,,,,
1.05783E+18,1,,,@herp_bees @sprint I thought metro pcs was for poorsies lol.,,,,,
1.05783E+18,1,city,"Los Angeles, CA","Bruh @TMobile service sucks, I may have to just make another switch. Left weak @sprint to go to them, what’s left.… https://t.co/om4ZApzbmZ","Bruh @TMobile service sucks, I may have to just make another switch. Left weak @sprint to go to them, what’s left. Guess I’ll have to break the bank and see how Verizon or AT&amp;T is 🤷🏾‍♂️",,,,
1.05783E+18,1,,,RT @JOJOBABY14: I guess the sprint app is good for one thing.... @sprintcare what type of credit y’all giving out for this?? https://t.co/N…,,I guess the sprint app is good for one thing.... @sprintcare what type of credit y’all giving out for this?? https://t.co/NMX03ciMhX,,,
1.05783E+18,1,,,@sprintcare Zip code is 60455 and its 91st and Harlem in Bridgeview IL,,,,,
1.05783E+18,1,,,@sprint I want a credit to my account because not being able to receive or call out  is unacceptable. I can’t even… https://t.co/ch4j4Jbfh5,@sprint I want a credit to my account because not being able to receive or call out  is unacceptable. I can’t even message your customer service because it’s “really busy.”,,,,
1.05783E+18,1,,,"@MichelCombes @sprint I have 4 lines with sprint, I am with sprint for over 10 years and what I have experienced is… https://t.co/tpsa3buvjJ","@MichelCombes @sprint I have 4 lines with sprint, I am with sprint for over 10 years and what I have experienced is a steady decline of service. I don’t know why I am continuing with sprint. Today in Chicago area sprint service was down for close to 6 hours. Never heard of this from other provider.",,,,
1.05783E+18,1,,,Dear @sprint I’ve been without a working phone for almost 6 hours.. (430pm cst) try to sell a house or run my busin… https://t.co/AadJMal6g6,Dear @sprint I’ve been without a working phone for almost 6 hours.. (430pm cst) try to sell a house or run my businesses via text 🙄 this inconvenience is unacceptable!  A mess! #Imupset drake voice,,,,
1.05783E+18,1,,,"Hell have no fury like someone precluding me from ordering Chinese food. 

@sprint imma need a credit. Y’all crossed the line.",,,,,
1.05783E+18,1,,,RT @CheyCrownme: Sprint wtf wrong wit yall calling service @sprint,,Sprint wtf wrong wit yall calling service @sprint,,,
1.05783E+18,1,,,"@sprintcare since service is being disrupted in my area, am I able to disrupt my scheduled payment or get a discoun… https://t.co/ek8EIn6zXh","@sprintcare since service is being disrupted in my area, am I able to disrupt my scheduled payment or get a discount for the lack of service?",,,,
1.05783E+18,1,city,"Chicago, IL",@tastemiicocoa @sprint Yours still off?,,,,,
1.05783E+18,1,,,@MichelCombes @sprint Keep financial results a side for a while and look at your service and your customer service… https://t.co/wNWMZqXfZk,@MichelCombes @sprint Keep financial results a side for a while and look at your service and your customer service personals are pathetic when it comes to serving customers.,,,,
1.05783E+18,2,,,Thanks @sprintcare looking for forward to my reimbursement on your outrage,,,,,
1.05783E+18,2,,,@RiahhhB @sprintcare TRIGGERED,,,,,
1.05783E+18,2,,,@sprint For caca service.,,,,,
1.05783E+18,2,,,Is there compensation for the mishaps from today @sprint?,,,,,
1.05783E+18,2,,,@spiceadams @sprint @sprintcare https://t.co/vwbbcLOiHO,,,,,
1.05783E+18,1,,,"Highly disappointed in the way @sprint handled their outage, amongst other things. @Verizon, any room left for a new customer?",,,,,
1.05783E+18,2,,,@nourishMINT @sprintcare Exactly!  I'm in Chicago and we are now on hour SEVEN on all lines on my account. Where is the solution?!,,,,,
1.05783E+18,2,,,RT @FuqkYo_TweetHoe: Count Your Fucking Days @sprint,,Count Your Fucking Days @sprint,,,
1.05783E+18,2,,,RT @FuqkYo_TweetHoe: Count Your Fucking Days @sprint,,Count Your Fucking Days @sprint,,,
1.05783E+18,2,,,RT @FuqkYo_TweetHoe: Count Your Fucking Days @sprint,,Count Your Fucking Days @sprint,,,
1.05783E+18,2,,,RT @FuqkYo_TweetHoe: Count Your Fucking Days @sprint,,Count Your Fucking Days @sprint,,,
1.05783E+18,2,,,RT @FuqkYo_TweetHoe: Count Your Fucking Days @sprint,,Count Your Fucking Days @sprint,,,
1.05783E+18,2,,,RT @FuqkYo_TweetHoe: Count Your Fucking Days @sprint,,Count Your Fucking Days @sprint,,,
1.05783E+18,2,,,RT @FuqkYo_TweetHoe: Count Your Fucking Days @sprint,,Count Your Fucking Days @sprint,,,
1.05783E+18,2,,,RT @FuqkYo_TweetHoe: Count Your Fucking Days @sprint,,Count Your Fucking Days @sprint,,,
1.05783E+18,2,,,RT @FuqkYo_TweetHoe: Count Your Fucking Days @sprint,,Count Your Fucking Days @sprint,,,
1.05783E+18,2,,,RT @FuqkYo_TweetHoe: Count Your Fucking Days @sprint,,Count Your Fucking Days @sprint,,,
1.05783E+18,2,,,RT @FuqkYo_TweetHoe: Count Your Fucking Days @sprint,,Count Your Fucking Days @sprint,,,
1.05783E+18,2,,,RT @FuqkYo_TweetHoe: Count Your Fucking Days @sprint,,Count Your Fucking Days @sprint,,,
1.05783E+18,2,,,RT @FuqkYo_TweetHoe: Count Your Fucking Days @sprint,,Count Your Fucking Days @sprint,,,
1.05783E+18,2,,,RT @FuqkYo_TweetHoe: Count Your Fucking Days @sprint,,Count Your Fucking Days @sprint,,,
1.05783E+18,2,,,RT @FuqkYo_TweetHoe: Count Your Fucking Days @sprint,,Count Your Fucking Days @sprint,,,
1.05783E+18,2,,,RT @FuqkYo_TweetHoe: Count Your Fucking Days @sprint,,Count Your Fucking Days @sprint,,,
1.05783E+18,2,,,RT @FuqkYo_TweetHoe: Count Your Fucking Days @sprint,,Count Your Fucking Days @sprint,,,
1.05783E+18,2,,,RT @FuqkYo_TweetHoe: Count Your Fucking Days @sprint,,Count Your Fucking Days @sprint,,,
1.05783E+18,2,,,RT @FuqkYo_TweetHoe: Count Your Fucking Days @sprint,,Count Your Fucking Days @sprint,,,
1.05783E+18,2,,,RT @FuqkYo_TweetHoe: Count Your Fucking Days @sprint,,Count Your Fucking Days @sprint,,,
1.05783E+18,2,,,RT @FuqkYo_TweetHoe: Count Your Fucking Days @sprint,,Count Your Fucking Days @sprint,,,
1.05783E+18,2,,,RT @FuqkYo_TweetHoe: Count Your Fucking Days @sprint,,Count Your Fucking Days @sprint,,,
1.05783E+18,2,,,RT @FuqkYo_TweetHoe: Count Your Fucking Days @sprint,,Count Your Fucking Days @sprint,,,
1.05783E+18,2,,,RT @FuqkYo_TweetHoe: Count Your Fucking Days @sprint,,Count Your Fucking Days @sprint,,,
1.05783E+18,2,,,RT @FuqkYo_TweetHoe: Count Your Fucking Days @sprint,,Count Your Fucking Days @sprint,,,
1.05783E+18,2,,,RT @FuqkYo_TweetHoe: Count Your Fucking Days @sprint,,Count Your Fucking Days @sprint,,,
1.05783E+18,2,,,RT @FuqkYo_TweetHoe: Count Your Fucking Days @sprint,,Count Your Fucking Days @sprint,,,
1.05783E+18,2,,,RT @FuqkYo_TweetHoe: Count Your Fucking Days @sprint,,Count Your Fucking Days @sprint,,,
1.05783E+18,2,,,RT @FuqkYo_TweetHoe: Count Your Fucking Days @sprint,,Count Your Fucking Days @sprint,,,
1.05783E+18,1,,,@sprintcare This was so unsafe considering it was Halloween. I wasn’t able to contact my daughter who was out with a friend,,,,,
